ID,iso_alpha,country,continent,income_group,life_expectancy,mean_years_of_schooling,cemission_per_cap,under_5_mortality_rate,prop_internet,whr_score,population,gni,gni_per_capita,ggei,pop_cat
91,LBN,Lebanon,Asia,Lower middle income,75.0472,8.718636,3.32,7.32,84.1,26.3,5592631,53274460363.0,9525.831467,0.388808594,Greater than 10 million
94,LKA,Sri Lanka,Asia,Lower middle income,76.3991,10.82730007,1.69,6.97,35.0,47.8,22156000,279000000000.0,12578.22055,0.48020833300000004,Greater than 10 million
96,LTU,Lithuania,Europe,High income,73.7201,13.49810028,7.2,3.86,83.1,63.9,2800839,106000000000.0,37931.30359,0.668411458,Greater than 10 million
98,LVA,Latvia,Europe,High income,73.5786,13.25271988,7.35,3.64,88.9,62.3,1884490,61817366874.0,32803.23423,0.697122396,Greater than 10 million
100,MAR,Morocco,Africa,Lower middle income,74.0419,5.916,1.8,20.6,84.1,48.0,37076584,271000000000.0,7302.81917,0.39295572900000003,Greater than 10 million
104,MEX,Mexico,North America,Upper middle income,70.2127,9.221050262,3.43,12.3,72.0,59.6,126705138,2270000000000.0,17896.29498,0.49964843800000003,Greater than 100 million
105,MLI,Mali,Africa,Low income,58.9414,2.31,0.325,92.4,27.4,42.7,21904983,46715211694.0,2132.629443,0.42796875,Greater than 10 million
106,MLT,Malta,Europe,High income,83.7769,12.21026039,16.6,6.61,86.9,61.6,518536,20162990396.0,38884.45623,0.671608073,Less than 10 million
107,MMR,Myanmar,Asia,Lower middle income,65.6716,6.37680006,0.918,43.6,35.1,44.3,53798084,207000000000.0,3850.524234,0.43572265600000004,Greater than 10 million
108,MNE,Montenegro,Europe,Upper middle income,76.3426,12.17648306,5.35,2.38,77.6,57.2,619211,12903614986.0,20838.80129,0.5308398440000001,Less than 10 million
109,MNG,Mongolia,Asia,Lower middle income,70.9754,9.423700333,13.1,15.1,62.5,60.1,3347782,35447070138.0,10588.22532,0.43098307300000005,Greater than 10 million
112,MUS,Mauritius,Africa,Upper middle income,73.5552,10.42791048,4.5,14.8,64.9,60.1,1266060,27885409949.0,22025.34631,0.42401692700000004,Greater than 10 million
114,MYS,Malaysia,Asia,Upper middle income,74.8839,10.64505959,7.32,7.38,89.6,60.1,33573874,895000000000.0,26657.94355,0.415494792,Greater than 10 million
118,NGA,Nigeria,Africa,Lower middle income,52.676,7.181074153,0.637,114.0,35.5,55.0,213401323,1020000000000.0,4790.284425,0.45387369800000005,Greater than 100 million
119,NIC,Nicaragua,North America,Lower middle income,73.8368,7.144,0.869,17.3,45.2,62.9,6850540,38532873514.0,5624.793595,0.449785156,Greater than 10 million
120,NLD,Netherlands,Europe,High income,81.6873,12.58162975,8.71,3.53,91.3,75.0,17533044,981000000000.0,55979.411,0.6854817710000001,Greater than 10 million
121,NOR,Norway,Europe,High income,83.2339,13.00362968,8.76,2.36,97.0,72.9,5408320,350000000000.0,64660.10622,0.747070313,Greater than 10 million
122,NPL,Nepal,Asia,Lower middle income,68.4495,5.121792742,0.849,29.8,37.7,59.8,30034989,116000000000.0,3877.315444,0.52297526,Greater than 10 million
123,NZL,New Zealand,Oceania,High income,82.4513,12.94468975,7.66,5.54,91.5,72.6,5122600,226000000000.0,44057.31394,0.646705729,Greater than 10 million
125,PAK,Pakistan,Asia,Lower middle income,66.0979,4.536330223,1.01,66.6,25.0,46.2,231402117,1070000000000.0,4623.70543,0.342467448,Greater than 100 million
127,PER,Peru,South America,Upper middle income,72.3769,9.885518863,1.73,13.5,65.3,49.9,33715471,413000000000.0,12245.89366,0.51139974,Greater than 10 million
128,PHL,Philippines,Asia,Lower middle income,69.2664,8.969099998,1.5,27.2,49.8,50.8,113880328,1020000000000.0,8920.428468,0.465286458,Greater than 100 million
130,POL,Poland,Europe,High income,76.4572,13.1647501,7.47,4.13,83.2,61.4,37747124,1250000000000.0,33033.96081,0.559342448,Greater than 10 million
132,PRT,Portugal,Europe,High income,81.0443,9.575940132,4.65,3.46,78.3,57.7,10325147,342000000000.0,33154.53343,0.7010091150000001,Greater than 10 million
133,PRY,Paraguay,South America,Upper middle income,70.2617,8.861840248,1.84,19.4,74.0,55.0,6703799,82787131138.0,12349.286,0.484980469,Greater than 10 million
136,ROU,Romania,Europe,High income,74.1847,11.27511978,4.17,6.87,78.5,67.8,19119880,574000000000.0,30027.29131,0.6234375,Greater than 10 million
137,RUS,Russian Federation,Europe,Upper middle income,69.419,12.774288050000001,9.34,6.52,85.0,55.0,143449286,3900000000000.0,27166.30891,0.41400390600000003,Greater than 100 million
139,SAU,Saudi Arabia,Asia,High income,76.936,11.31052971,18.3,6.49,97.9,65.6,35950396,1660000000000.0,46111.55135,0.314029948,Greater than 10 million
141,SEN,Senegal,Africa,Lower middle income,67.0926,2.937938258,0.9380000000000001,40.3,42.6,47.6,16876720,56441014263.0,3344.311825,0.40447916700000003,Greater than 10 million
145,SLV,El Salvador,North America,Lower middle income,70.7479,7.150929928,1.36,12.6,54.6,54.6,6314167,52380219799.0,8295.665889,0.515253906,Greater than 10 million
147,SRB,Serbia,Europe,Upper middle income,74.1923,11.36987019,5.29,5.16,78.4,60.4,6834326,131000000000.0,19123.02747,0.49541666700000003,Greater than 10 million
150,SVK,Slovak Republic,Europe,High income,74.9101,12.91141987,6.86,5.27,89.9,65.2,5447247,167000000000.0,30690.48552,0.6057617190000001,Greater than 10 million
151,SVN,Slovenia,Europe,High income,80.6904,12.80368042,8.9,2.07,86.6,64.6,2108079,83787749822.0,39746.01987,0.639414063,Greater than 10 million
152,SWE,Sweden,Europe,High income,82.9833,12.60972023,5.94,2.53,94.5,73.1,10415811,568000000000.0,54489.37401,0.79938151,Greater than 10 million
156,THA,Thailand,Asia,Upper middle income,78.7154,8.697119713,3.84,8.49,77.8,58.9,71601103,1220000000000.0,17030.15352,0.49450520800000003,Greater than 10 million
162,TUN,Tunisia,Africa,Lower middle income,73.7719,7.431598614,2.08,15.9,71.9,47.3,12262946,126000000000.0,10257.54477,0.40231119800000004,Greater than 10 million
164,TZA,Tanzania,Africa,Lower middle income,66.2007,6.37289871,0.28600000000000003,49.5,22.0,37.9,63588334,169000000000.0,2664.329096,0.483209635,Greater than 10 million
166,UKR,Ukraine,Europe,Lower middle income,71.624,11.13142043,4.33,8.18,75.0,52.7,43792855,580000000000.0,13255.50977,0.48097005200000004,Greater than 10 million
167,URY,Uruguay,South America,High income,75.4356,8.982549667,2.95,7.2,86.1,63.1,3426260,72872716969.0,21268.88122,0.65766276,Greater than 10 million
168,USA,United States,North America,High income,77.1982,13.68342972,15.5,6.62,90.9,70.3,331893745,21500000000000.0,64765.21509,0.566848958,Greater than 100 million
169,UZB,Uzbekistan,Asia,Lower middle income,70.8616,11.89558983,2.04,20.3,71.1,58.4,34915100,276000000000.0,7916.785725,0.364277344,Greater than 10 million
171,VNM,Vietnam,Asia,Lower middle income,73.6181,8.370280266,2.11,20.0,70.3,54.6,97468029,767000000000.0,7867.371345,0.499075521,Greater than 10 million
174,ZAF,South Africa,Africa,Upper middle income,62.341,11.37316036,5.14,32.1,70.0,49.5,59392255,769000000000.0,12948.37325,0.372447917,Greater than 10 million
175,ZMB,Zambia,Africa,Low income,61.2234,7.187091494,0.391,54.5,19.8,48.4,19473125,62659993403.0,3217.767739,0.438196615,Greater than 10 million
