ID,iso_alpha,country,continent,income_group,life_expectancy,mean_years_of_schooling,cemission_per_cap,under_5_mortality_rate,prop_internet,whr_score,population,gni,gni_per_capita,ggei,pop_cat
28.0,CAF,Central African Republic,Africa,Low income,53.8947,4.334,1.08,110.0,10.4,,,5271930612.0,966.0586107,0.395722656,Greater than 10 million
29.0,CAN,Canada,North America,High income,82.6565,13.83442722,,4.89,97.0,70.3,38246108.0,1790000000000.0,46807.98619,0.580325521,Greater than 10 million
,CHE,Switzerland,Europe,High income,83.9872,13.85966015,12.4,3.91,,75.1,8703405.0,583000000000.0,66933.00454,0.781289063,Greater than 10 million
31.0,CHL,Chile,South America,High income,78.9435,10.9349663,4.43,6.86,88.3,61.5,19493184.0,479000000000.0,24563.24486,,Greater than 10 million
32.0,CHN,China,Asia,Upper middle income,,7.600118446,7.04,8.09,70.4,57.7,1412360000.0,24700000000000.0,17504.39969,,Greater than 100 million
33.0,CIV,Cote d'Ivoire,Africa,Lower middle income,58.5983,5.199138977,,77.1,,52.6,27478249.0,143000000000.0,5217.448516,0.458255208,Greater than 10 million
34.0,CMR,Cameroon,Africa,Lower middle income,60.3334,6.15131,,72.0,37.8,52.4,27198628.0,98484393578.0,3620.932408,0.47296224000000003,Greater than 10 million
35.0,COD,Democratic Republic of the Congo,Africa,Low income,59.193,7.018696516,0.42,84.5,13.6,,95894118.0,103000000000.0,1076.098781,,Greater than 10 million
36.0,COG,Congo,Africa,Lower middle income,63.5187,6.166,0.669,47.5,,50.8,5835806.0,16861298108.0,2889.283521,0.5137044270000001,Greater than 10 million
37.0,COL,Colombia,South America,Upper middle income,72.8296,8.862859726,2.14,13.5,69.8,57.1,51516562.0,741000000000.0,14384.35666,0.494707031,Greater than 10 million
38.0,COM,Comoros,Africa,Lower middle income,63.4174,5.078649,0.517,64.8,,,821625.0,2581598432.0,,0.512799479,Less than 10 million
39.0,CPV,Cabo Verde,Africa,Lower middle income,74.0518,6.287719287,1.0,18.1,64.5,,587925.0,3662890452.0,6230.200199,0.521191406,Less than 10 million
40.0,CRI,Costa Rica,North America,Upper middle income,77.0232,8.804059982,2.2,8.19,80.5,63.4,5153957.0,103000000000.0,19974.27358,0.644446615,Greater than 10 million
41.0,CUB,Cuba,North America,Upper middle income,,12.49773438,3.07,4.82,74.0,,11256372.0,88687238189.0,7878.847482,,Greater than 10 million
42.0,CYP,Cyprus,Asia,High income,81.2033,12.44017029,5.48,2.22,90.8,62.6,1244188.0,47513575794.0,38188.42152,0.612636719,Greater than 10 million
43.0,CZE,Czech Republic,Europe,High income,77.7283,,9.49,3.21,,69.0,10505772.0,407000000000.0,38745.21386,0.584967448,Greater than 10 million
,DEU,Germany,Europe,High income,80.6301,14.09096691,9.23,3.24,89.8,73.1,,4540000000000.0,54534.21682,0.673977865,Greater than 10 million
45.0,DJI,Djibouti,Africa,Lower middle income,62.3049,4.1,0.978,52.9,59.0,,1105557.0,5555417230.0,5024.993944,0.560351563,Greater than 10 million
46.0,DNK,Denmark,Europe,High income,81.3753,12.96049023,7.31,3.97,96.5,75.2,5856733.0,354000000000.0,60364.78595,0.741979167,Greater than 10 million
47.0,DOM,Dominican Republic,North America,Upper middle income,72.6146,9.306864107,2.86,27.7,76.9,51.7,11117873.0,200000000000.0,17989.60037,0.541998698,Greater than 10 million
48.0,DZA,Algeria,Africa,Lower middle income,76.3767,8.069284397,3.79,22.2,62.9,,44177969.0,477000000000.0,10800.22546,,Greater than 10 million
49.0,ECU,Ecuador,South America,Upper middle income,73.67,8.817119598,2.32,13.5,64.6,53.5,17797737.0,184000000000.0,10311.63273,0.5041471350000001,Greater than 10 million
50.0,EGY,Egypt,Africa,Lower middle income,70.2207,,2.25,19.8,71.9,,109262178.0,,11731.69056,0.356946615,Greater than 100 million
51.0,ERI,Eritrea,Africa,Low income,66.5358,4.8872352,0.16,37.8,,,3620312.0,6258587822.0,1728.742667,,Greater than 10 million
52.0,ESP,Spain,Europe,High income,83.01,10.60540009,5.35,2.84,93.2,65.0,47415750.0,1820000000000.0,38353.60164,0.6886263020000001,Greater than 10 million
,EST,Estonia,Europe,High income,77.1436,,9.39,2.4,89.1,64.5,1330932.0,,38048.26372,0.666334635,Greater than 10 million
54.0,ETH,Ethiopia,Africa,Low income,64.9748,,0.17300000000000001,50.8,24.0,45.5,120283026.0,284000000000.0,2361.069604,0.56280599,Greater than 100 million
55.0,FIN,Finland,Europe,High income,82.0381,12.87362003,8.68,1.58,92.2,78.9,5541017.0,,49452.16672,0.6880403650000001,Greater than 10 million
56.0,FJI,Fiji,Oceania,Upper middle income,67.114,,3.46,24.8,,,924610.0,9227710308.0,9980.110866,0.546998698,Less than 10 million
57.0,FRA,France,Europe,High income,82.4988,11.61005974,5.82,3.83,84.8,67.1,67749632.0,3110000000000.0,45937.05273,0.74360026,Greater than 10 million
,FSM,Micronesia,Oceania,Lower middle income,70.71,7.804956,0.669,29.3,,,,418151854.6,3696.173945,0.43700520800000003,Less than 10 million
59.0,GAB,Gabon,Africa,Upper middle income,65.821,9.436,3.79,42.4,62.0,,2341179.0,31294386463.0,13366.93455,0.505846354,Greater than 10 million
60.0,GBR,United Kingdom,Europe,High income,80.7422,13.4061203,6.93,4.21,94.8,68.0,67326569.0,3040000000000.0,,0.704231771,Greater than 10 million
,GEO,Georgia,Asia,Upper middle income,71.694,12.82221985,2020.0,9.02,72.5,51.2,,54383681014.0,14664.16825,0.461184896,Greater than 10 million
62.0,GHA,Ghana,Africa,Lower middle income,63.7954,8.329886695,0.713,,58.0,53.2,32833031.0,,,0.47677734400000005,Greater than 10 million
63.0,GIN,Guinea,Africa,Low income,58.8922,2.202125952,0.435,94.3,26.0,49.7,13531906.0,33571132143.0,2480.887182,0.47792317700000003,Greater than 10 million
64.0,GMB,Gambia,Africa,Low income,62.083,4.637487411,,55.1,36.5,,,5734445768.0,2172.207664,,Greater than 10 million
65.0,GNB,Guinea-Bissau,Africa,Low income,59.6523,3.583719,0.363,77.1,22.9,,2060721.0,,1908.24159,0.43158203100000003,Greater than 10 million
66.0,GNQ,Equatorial Guinea,Africa,Upper middle income,,5.910863,3.77,81.0,,,1634466.0,19734476991.0,12073.95993,0.483639323,Greater than 10 million
67.0,GRC,Greece,Europe,High income,80.1106,11.40853024,5.05,4.31,78.1,57.9,10641221.0,309000000000.0,29002.48545,0.61734375,Greater than 10 million
68.0,GRD,Grenada,North America,Upper middle income,,9.032104,3.59,15.2,56.9,,124610.0,1680188580.0,13483.5774,0.44444661500000004,Less than 10 million
69.0,GTM,Guatemala,North America,Upper middle income,69.2368,5.681300163,1.23,24.3,,,17109746.0,149000000000.0,8723.285317,0.49889974000000004,Greater than 10 million
70.0,GUY,Guyana,South America,Upper middle income,,8.617477,3.79,28.7,,,,18074321962.0,22464.65734,,Less than 10 million
71.0,HKG,Hong Kong SAR,Asia,High income,,,10.8,1.97,92.4,,7413100.0,,,,Greater than 10 million
72.0,HND,Honduras,North America,Lower middle income,70.1229,7.088479996,0.807,,42.0,,,54454212378.0,5297.955301,0.441777344,Greater than 10 million
73.0,HRV,Croatia,Europe,High income,77.5804,12.19108434,5.51,4.45,78.3,65.1,3899000.0,117000000000.0,30132.28814,,Greater than 10 million
74.0,HTI,Haiti,North America,Lower middle income,63.1924,5.554,0.29,,,,11447569.0,32596961267.0,2847.500746,0.42156901,Greater than 10 million
,HUN,Hungary,Europe,High income,,12.24958992,6.24,3.99,84.8,60.4,9709891.0,318000000000.0,32789.01063,0.556985677,Greater than 10 million
76.0,IDN,Indonesia,Asia,Lower middle income,67.5703,8.556509972,2.3,23.3,53.7,48.3,273753191.0,3140000000000.0,,0.36315755200000005,Greater than 100 million
77.0,IND,India,Asia,Lower middle income,67.2398,,1.6300000000000001,33.9,43.0,42.2,1407563842.0,,6589.980037,,Greater than 100 million
78.0,IRL,Ireland,Europe,High income,81.9976,11.58222303,8.82,3.19,92.0,70.3,5033165.0,,76168.98443,0.7034049480000001,Greater than 10 million
79.0,IRN,Iran,Asia,Lower middle income,73.8749,10.63645314,7.54,13.4,84.1,48.6,87923432.0,1140000000000.0,,,Greater than 10 million
80.0,IRQ,Iraq,Asia,Upper middle income,70.3779,7.905593489,2.15,25.1,,47.9,43533592.0,434000000000.0,9977.249073,,Greater than 10 million
81.0,ISL,Iceland,Europe,High income,82.6782,13.76716995,12.0,1.8900000000000001,99.0,75.8,,20779929195.0,55782.04981,0.712753906,Less than 10 million
82.0,ISR,Israel,Asia,High income,82.255,13.3448664,8.42,3.45,90.1,72.0,9364000.0,389000000000.0,41523.74319,0.5944466150000001,Greater than 10 million
83.0,ITA,Italy,Europe,High income,82.8502,10.7401104,6.53,2.83,70.5,64.9,59109668.0,2530000000000.0,,0.668945313,Greater than 10 million
84.0,JAM,Jamaica,North America,Upper middle income,70.5003,9.154628661,2.24,,,54.3,2827695.0,24981202680.0,8834.47567,,Greater than 10 million
85.0,JOR,Jordan,Asia,Upper middle income,74.2563,10.44668007,2.67,15.3,,40.9,11148278.0,111000000000.0,9923.714974,0.459029948,Greater than 10 million
86.0,JPN,Japan,Asia,High income,84.7839,13.36610034,9.48,2.34,90.2,61.2,125681593.0,5310000000000.0,42274.29134,0.547089844,Greater than 100 million
87.0,KAZ,Kazakhstan,Asia,Upper middle income,69.3622,,9.77,8.86,85.9,61.7,19000988.0,455000000000.0,,0.49118489600000004,Greater than 10 million
88.0,KEN,Kenya,Africa,Lower middle income,61.427,6.652,0.518,38.5,29.5,45.5,53005614.0,237000000000.0,4473.570344,,Greater than 10 million
89.0,KHM,Cambodia,Asia,Lower middle income,69.5835,5.088,,25.9,,43.8,16589023.0,67661600898.0,4078.697154,0.486451823,Greater than 10 million
90.0,KWT,Kuwait,Asia,High income,78.6729,7.328022618,,,99.1,,4250114.0,225000000000.0,52919.76137,0.39666015600000004,Greater than 10 million
91.0,LBN,Lebanon,Asia,Lower middle income,75.0472,8.718636,3.32,7.32,,26.3,5592631.0,53274460363.0,,0.388808594,Greater than 10 million
92.0,LBR,Liberia,Africa,Low income,60.7472,5.082,0.247,,25.6,,5193416.0,6692975140.0,1288.74235,,Greater than 10 million
,LBY,Libya,Africa,Upper middle income,71.9112,7.599985,3.66,11.2,,,6735277.0,103000000000.0,15335.712,,Greater than 10 million
94.0,LKA,Sri Lanka,Asia,Lower middle income,76.3991,10.82730007,1.69,6.97,35.0,47.8,22156000.0,279000000000.0,,0.48020833300000004,Greater than 10 million
95.0,LSO,Lesotho,Africa,Lower middle income,53.062,6.010184707,0.335,,43.0,,2281454.0,6160919939.0,2700.435748,,Greater than 10 million
96.0,LTU,Lithuania,Europe,High income,73.7201,13.49810028,7.2,3.86,83.1,63.9,2800839.0,106000000000.0,,0.668411458,Greater than 10 million
97.0,LUX,Luxembourg,Europe,High income,82.6287,13.01519217,12.6,,,,640064.0,54181081355.0,84649.47467,0.69563151,Less than 10 million
98.0,LVA,Latvia,Europe,High income,73.5786,13.25271988,7.35,3.64,88.9,62.3,1884490.0,61817366874.0,32803.23423,0.697122396,Greater than 10 million
,MAC,Macao SAR,Asia,High income,,,,,88.1,,,,,,Less than 10 million
100.0,MAR,Morocco,Africa,Lower middle income,74.0419,,1.8,20.6,,,37076584.0,271000000000.0,7302.81917,0.39295572900000003,Greater than 10 million
101.0,MDA,Moldova,Europe,Upper middle income,68.8459,11.82159042,3.79,14.9,,58.1,2615199.0,38901953083.0,14875.33189,0.5312109380000001,Greater than 10 million
102.0,MDG,Madagascar,Africa,Low income,,5.120468534,0.193,48.7,,,28915653.0,42896977963.0,,0.47828776,Greater than 10 million
103.0,MDV,Maldives,Asia,Upper middle income,79.9182,7.322,3.75,7.87,62.9,,521457.0,8055534420.0,15448.12788,0.486875,Less than 10 million
104.0,MEX,Mexico,North America,Upper middle income,70.2127,9.221050262,3.43,,72.0,59.6,126705138.0,2270000000000.0,17896.29498,0.49964843800000003,Greater than 100 million
105.0,MLI,Mali,Africa,Low income,58.9414,2.31,0.325,92.4,27.4,42.7,21904983.0,46715211694.0,2132.629443,0.42796875,Greater than 10 million
106.0,MLT,Malta,Europe,High income,83.7769,12.21026039,16.6,6.61,86.9,61.6,518536.0,20162990396.0,38884.45623,0.671608073,Less than 10 million
107.0,MMR,Myanmar,Asia,Lower middle income,65.6716,6.37680006,0.918,43.6,35.1,44.3,53798084.0,207000000000.0,3850.524234,0.43572265600000004,Greater than 10 million
108.0,MNE,Montenegro,Europe,Upper middle income,76.3426,,5.35,,77.6,,619211.0,12903614986.0,20838.80129,0.5308398440000001,Less than 10 million
109.0,MNG,Mongolia,Asia,Lower middle income,70.9754,9.423700333,13.1,15.1,62.5,60.1,3347782.0,35447070138.0,10588.22532,0.43098307300000005,Greater than 10 million
110.0,MOZ,Mozambique,Africa,Low income,59.3247,3.197641838,0.42,68.1,,,32077072.0,38430703521.0,1198.073924,0.424375,Greater than 10 million
111.0,MRT,Mauritania,Africa,Lower middle income,64.3636,4.918804891,1.04,72.1,40.8,,4614974.0,23422403898.0,5075.305711,0.38418619800000003,Greater than 10 million
112.0,MUS,Mauritius,Africa,Upper middle income,73.5552,10.42791048,4.5,14.8,64.9,60.1,1266060.0,27885409949.0,22025.34631,0.42401692700000004,Greater than 10 million
113.0,MWI,Malawi,Africa,Low income,,4.489695385,0.128,45.1,,,19889742.0,29151103289.0,1465.635064,,Greater than 10 million
114.0,MYS,Malaysia,Asia,Upper middle income,74.8839,10.64505959,7.32,7.38,89.6,,,895000000000.0,26657.94355,0.415494792,Greater than 10 million
115.0,NAM,Namibia,Africa,Upper middle income,59.269,7.192013277,3.65,36.8,41.0,44.5,2530151.0,21844069923.0,8633.504452,,Greater than 10 million
116.0,NCL,New Caledonia,Oceania,High income,,,,,,,271030.0,,,,Less than 10 million
117.0,NER,Niger,Africa,Low income,,2.116717299,0.42,77.7,,,25252722.0,31310015052.0,1239.866936,0.43358724,Greater than 10 million
118.0,NGA,Nigeria,Africa,Lower middle income,52.676,7.181074153,0.637,114.0,35.5,55.0,,1020000000000.0,4790.284425,0.45387369800000005,Greater than 100 million
119.0,NIC,Nicaragua,North America,Lower middle income,73.8368,7.144,0.869,17.3,45.2,62.9,6850540.0,38532873514.0,5624.793595,0.449785156,Greater than 10 million
120.0,NLD,Netherlands,Europe,High income,81.6873,12.58162975,,3.53,91.3,75.0,17533044.0,981000000000.0,55979.411,0.6854817710000001,Greater than 10 million
121.0,NOR,Norway,Europe,High income,83.2339,13.00362968,8.76,2.36,97.0,72.9,5408320.0,350000000000.0,64660.10622,0.747070313,Greater than 10 million
122.0,NPL,Nepal,Asia,Lower middle income,68.4495,5.121792742,0.849,29.8,37.7,59.8,30034989.0,116000000000.0,3877.315444,0.52297526,Greater than 10 million
123.0,NZL,New Zealand,Oceania,High income,82.4513,12.94468975,7.66,,91.5,72.6,5122600.0,226000000000.0,44057.31394,0.646705729,Greater than 10 million
124.0,OMN,Oman,Asia,High income,72.5406,11.65404034,12.9,10.4,95.2,,4520471.0,122000000000.0,27054.32505,0.262050781,Greater than 10 million
125.0,PAK,Pakistan,Asia,Lower middle income,,4.536330223,1.01,66.6,25.0,46.2,231402117.0,1070000000000.0,4623.70543,0.342467448,Greater than 100 million
126.0,PAN,Panama,North America,High income,76.2233,10.54059029,3.71,14.6,64.3,,4351267.0,117000000000.0,26956.83707,0.53639974,Greater than 10 million
127.0,PER,Peru,South America,Upper middle income,,9.885518863,1.73,13.5,65.3,49.9,33715471.0,413000000000.0,,0.51139974,Greater than 10 million
128.0,PHL,Philippines,Asia,Lower middle income,69.2664,8.969099998,1.5,27.2,49.8,,113880328.0,1020000000000.0,8920.428468,0.465286458,Greater than 100 million
129.0,PNG,Papua New Guinea,Oceania,Lower middle income,,4.74,1.07,45.2,,,9949437.0,39883547696.0,4008.623573,,Greater than 10 million
130.0,POL,Poland,Europe,High income,76.4572,13.1647501,7.47,4.13,83.2,61.4,37747124.0,1250000000000.0,33033.96081,0.559342448,Greater than 10 million
131.0,PRI,Puerto Rico,North America,High income,,,,,,,3263584.0,,,,Greater than 10 million
132.0,PRT,Portugal,Europe,High income,81.0443,9.575940132,4.65,3.46,78.3,57.7,10325147.0,,33154.53343,0.7010091150000001,Greater than 10 million
133.0,PRY,Paraguay,South America,Upper middle income,70.2617,8.861840248,1.84,19.4,74.0,55.0,6703799.0,,12349.286,0.484980469,Greater than 10 million
134.0,PYF,French Polynesia,Oceania,High income,,,,,,,304032.0,,,,Less than 10 million
135.0,QAT,Qatar,Asia,High income,79.2716,,25.8,6.49,99.7,,2688235.0,234000000000.0,87134.13469,0.433326823,Greater than 10 million
136.0,ROU,Romania,Europe,High income,74.1847,11.27511978,4.17,6.87,78.5,67.8,19119880.0,574000000000.0,30027.29131,,Greater than 10 million
,RUS,Russian Federation,Europe,Upper middle income,69.419,12.774288050000001,9.34,6.52,85.0,55.0,143449286.0,3900000000000.0,27166.30891,0.41400390600000003,Greater than 100 million
,RWA,Rwanda,Africa,Low income,66.0722,4.425292358,0.165,32.0,26.5,,13461888.0,29748015512.0,2209.795202,0.5581966150000001,Greater than 10 million
139.0,SAU,Saudi Arabia,Asia,High income,76.936,11.31052971,18.3,6.49,97.9,65.6,35950396.0,,46111.55135,,Greater than 10 million
140.0,SDN,Sudan,Africa,Low income,65.2667,3.82,,57.8,28.4,,45657202.0,163000000000.0,3575.19084,,Greater than 10 million
141.0,SEN,Senegal,Africa,Lower middle income,67.0926,2.937938258,0.9380000000000001,40.3,42.6,47.6,16876720.0,56441014263.0,3344.311825,0.40447916700000003,Greater than 10 million
,SGP,Singapore,Asia,High income,82.7545,11.92488003,,2.61,92.0,,5453566.0,496000000000.0,90918.64471,0.5141210940000001,Greater than 10 million
143.0,SLB,Solomon Islands,Oceania,Lower middle income,70.3477,5.711848,0.335,19.0,,,707851.0,1756540299.0,2481.511362,0.451757813,Less than 10 million
144.0,SLE,Sierra Leone,Africa,Low income,60.0624,4.576081285,0.16,,18.0,,8420641.0,13654175305.0,1621.512579,,Greater than 10 million
145.0,SLV,El Salvador,North America,Lower middle income,70.7479,7.150929928,1.36,12.6,54.6,54.6,,,8295.665889,0.515253906,Greater than 10 million
146.0,SOM,Somalia,Africa,Low income,55.2803,,0.42,117.0,,,17065581.0,17372212800.0,1017.96785,,Greater than 10 million
147.0,SRB,Serbia,Europe,Upper middle income,74.1923,,5.29,5.16,,,6834326.0,131000000000.0,19123.02747,0.49541666700000003,Greater than 10 million
148.0,STP,Sao Tome and Principe,Africa,Lower middle income,67.5912,6.215599435,1.07,29.3,33.0,,223107.0,897191516.3,4021.350815,,Less than 10 million
,SUR,Suriname,South America,Upper middle income,70.2743,9.77680063,3.5100000000000002,17.9,70.1,,612985.0,7767868719.0,12672.20033,,Less than 10 million
150.0,SVK,Slovak Republic,Europe,High income,74.9101,12.91141987,6.86,5.27,89.9,,5447247.0,167000000000.0,30690.48552,0.6057617190000001,Greater than 10 million
,SVN,Slovenia,Europe,High income,80.6904,12.80368042,8.9,2.07,86.6,64.6,2108079.0,83787749822.0,39746.01987,0.639414063,Greater than 10 million
152.0,SWE,Sweden,Europe,High income,82.9833,12.60972023,5.94,2.53,94.5,73.1,10415811.0,568000000000.0,54489.37401,0.79938151,Greater than 10 million
153.0,SYR,Syrian Arab Republic,Asia,Low income,72.0627,5.1,1.07,,35.8,,21324367.0,89390336774.0,4191.933893,,Greater than 10 million
154.0,TCD,Chad,Africa,Low income,,2.57377421,0.247,114.0,10.4,,17179740.0,23436075900.0,1364.169417,0.379361979,Greater than 10 million
155.0,TGO,Togo,Africa,Low income,61.6194,5.016807367,0.835,66.2,24.0,,8644829.0,18730051299.0,2166.619062,0.471822917,Greater than 10 million
156.0,THA,Thailand,Asia,Upper middle income,78.7154,8.697119713,3.84,8.49,77.8,58.9,71601103.0,1220000000000.0,17030.15352,0.49450520800000003,Greater than 10 million
157.0,TJK,Tajikistan,Asia,Lower middle income,71.5942,11.3333938,1.35,32.5,,,9750064.0,44340779719.0,4547.742427,0.376959635,Greater than 10 million
158.0,TKM,Turkmenistan,Asia,Upper middle income,69.2644,11.26139,3.59,44.4,,,6341855.0,82575489697.0,13020.7155,0.318248698,Greater than 10 million
159.0,TLS,Timor-Leste,Asia,Lower middle income,67.7369,5.43679,0.9570000000000001,42.7,29.1,,1320942.0,5892549793.0,4460.869435,0.516028646,Greater than 10 million
160.0,TON,Tonga,Oceania,Upper middle income,70.9857,,1.0,14.8,,,106017.0,723251287.0,6822.03125,0.45124349,Less than 10 million
161.0,TTO,Trinidad and Tobago,North America,High income,72.9709,11.61062419,17.3,17.5,,,1525663.0,35688340691.0,23392.02084,,Greater than 10 million
162.0,TUN,Tunisia,Africa,Lower middle income,73.7719,7.431598614,2.08,15.9,71.9,47.3,12262946.0,126000000000.0,10257.54477,,Greater than 10 million
163.0,TUR,Turkiye,Asia,Upper middle income,76.0324,8.63313961,,9.73,77.7,48.6,,2630000000000.0,31032.80106,,Greater than 10 million
164.0,TZA,Tanzania,Africa,Lower middle income,66.2007,6.37289871,0.28600000000000003,49.5,22.0,37.9,63588334.0,169000000000.0,2664.329096,0.483209635,Greater than 10 million
165.0,UGA,Uganda,Africa,Low income,62.7048,5.730941566,0.168,43.0,19.9,,45853778.0,100000000000.0,2181.43651,,Greater than 10 million
166.0,UKR,Ukraine,Europe,Lower middle income,,11.13142043,4.33,8.18,75.0,52.7,,580000000000.0,13255.50977,0.48097005200000004,Greater than 10 million
167.0,URY,Uruguay,South America,High income,,8.982549667,2.95,7.2,86.1,63.1,3426260.0,72872716969.0,21268.88122,0.65766276,Greater than 10 million
168.0,USA,United States,North America,High income,77.1982,13.68342972,15.5,6.62,90.9,70.3,331893745.0,,,0.566848958,Greater than 100 million
169.0,UZB,Uzbekistan,Asia,Lower middle income,70.8616,11.89558983,2.04,20.3,71.1,58.4,34915100.0,276000000000.0,7916.785725,0.364277344,Greater than 10 million
170.0,VEN,Venezuela,South America,,70.5536,11.10727736,0.634,25.5,,45.7,28199867.0,136000000000.0,4810.882621,,Greater than 10 million
171.0,VNM,Vietnam,Asia,Lower middle income,73.6181,8.370280266,,20.0,70.3,54.6,97468029.0,767000000000.0,7867.371345,0.499075521,Greater than 10 million
172.0,VUT,Vanuatu,Oceania,Lower middle income,70.449,7.064846,0.289,24.9,,,319137.0,984669012.3,3085.411633,0.476523438,Less than 10 million
173.0,WSM,Samoa,Oceania,Lower middle income,72.7675,,1.02,14.9,,,218764.0,,,,Less than 10 million
,ZAF,South Africa,Africa,Upper middle income,62.341,,5.14,32.1,70.0,49.5,59392255.0,769000000000.0,12948.37325,0.372447917,Greater than 10 million
175.0,ZMB,Zambia,Africa,Low income,61.2234,7.187091494,0.391,54.5,19.8,48.4,19473125.0,62659993403.0,3217.767739,0.438196615,Greater than 10 million
176.0,ZWE,Zimbabwe,Africa,Lower middle income,59.2531,8.710908501,0.741,43.1,29.3,31.6,15993524.0,60933521699.0,3809.887158,,Greater than 10 million
